game_id,year_id,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,forecast
200702070den,2007,nok,pelicans,114,1452.4347,1459.7495,36.75177,den,nuggets,112,1482.1122,1474.7974,0.32158798
200702070den,2007,den,nuggets,112,1482.1122,1474.7974,38.318752,nok,pelicans,114,1452.4347,1459.7495,0.67841202
200702070ind,2007,ind,pacers,102,1493.3286,1486.2853,39.520592,sea,thunder,103,1409.0503,1416.0936,0.74284172
200702070ind,2007,sea,thunder,103,1409.0503,1416.0936,32.291771,ind,pacers,102,1493.3286,1486.2853,0.25715828
200702070min,2007,gsw,warriors,93,1458.307,1445.0511,35.233162,min,timberwolves,121,1468.3473,1481.6031,0.34673029
200702070min,2007,min,timberwolves,121,1468.3473,1481.6031,39.030334,gsw,warriors,93,1458.307,1445.0511,0.65326971
200702070phi,2007,phi,sixers,92,1417.2463,1424.2471,33.111965,cha,hornets,83,1434.6775,1427.6768,0.61663848
200702070phi,2007,cha,hornets,83,1434.6775,1427.6768,33.458984,phi,sixers,92,1417.2463,1424.2471,0.38336152
200702070tor,2007,tor,raptors,113,1512.2316,1518.1917,42.865498,orl,magic,103,1479.4269,1473.4668,0.68232673
200702070tor,2007,orl,magic,103,1479.4269,1473.4668,38.17981,tor,raptors,113,1512.2316,1518.1917,0.31767327
200702070was,2007,was,wizards,83,1560.3411,1538.7139,45.006649,sas,spurs,110,1642.2452,1663.8724,0.52601844
200702070was,2007,sas,spurs,110,1642.2452,1663.8724,57.213493,was,wizards,83,1560.3411,1538.7139,0.47398156
200702080det,2007,lal,lakers,78,1563.4073,1556.1648,46.810623,det,pistons,93,1610.1465,1617.389,0.30054617
200702080det,2007,det,pistons,93,1610.1465,1617.389,52.918327,lal,lakers,78,1563.4073,1556.1648,0.69945383
200702080nok,2007,nok,pelicans,109,1459.7495,1464.3661,37.231392,mil,bucks,101,1401.2253,1396.6088,0.71351933
200702080nok,2007,mil,bucks,101,1401.2253,1396.6088,30.362129,nok,pelicans,109,1459.7495,1464.3661,0.28648067
200702080sac,2007,chi,bulls,77,1571.2593,1561.6187,47.370075,sac,kings,86,1473.8676,1483.5082,0.49624646
200702080sac,2007,sac,kings,86,1473.8676,1483.5082,39.229748,chi,bulls,77,1571.2593,1561.6187,0.50375354
200702090bos,2007,bos,celtics,78,1327.743,1316.915,23.053038,njn,nets,92,1472.4595,1483.2875,0.43600088
200702090bos,2007,njn,nets,92,1472.4595,1483.2875,39.206638,bos,celtics,78,1327.743,1316.915,0.56399912
200702090cha,2007,cha,hornets,100,1427.6768,1413.4364,32.026001,por,trailblazers,108,1384.8967,1399.1371,0.69464117
200702090cha,2007,por,trailblazers,108,1384.8967,1399.1371,30.609896,cha,hornets,100,1427.6768,1413.4364,0.30535883
200702090cle,2007,cle,cavaliers,103,1528.4099,1540.7622,45.219349,mia,heat,79,1527.3116,1514.9594,0.6415202
200702090cle,2007,mia,heat,79,1527.3116,1514.9594,42.527027,cle,cavaliers,103,1528.4099,1540.7622,0.3584798
200702090dal,2007,hou,rockets,74,1605.4042,1598.9247,51.12183,dal,mavericks,95,1721.1023,1727.5818,0.2241475
200702090dal,2007,dal,mavericks,95,1721.1023,1727.5818,62.46624,hou,rockets,74,1605.4042,1598.9247,0.7758525
200702090gsw,2007,gsw,warriors,123,1445.0511,1450.1813,35.761589,chi,bulls,121,1561.6187,1556.4885,0.47617549
200702090gsw,2007,chi,bulls,121,1561.6187,1556.4885,46.843895,gsw,warriors,123,1445.0511,1450.1813,0.52382451
200702090ind,2007,den,nuggets,102,1474.7974,1486.9001,39.585011,ind,pacers,95,1486.2853,1474.1825,0.34484518
200702090ind,2007,ind,pacers,95,1486.2853,1474.1825,38.254539,den,nuggets,102,1474.7974,1486.9001,0.65515482
200702090mem,2007,mem,grizzlies,105,1384.1913,1393.1843,30.02787,min,timberwolves,97,1481.6031,1472.6101,0.50372458
200702090mem,2007,min,timberwolves,97,1481.6031,1472.6101,38.090385,mem,grizzlies,105,1384.1913,1393.1843,0.49627542
200702090orl,2007,sas,spurs,104,1663.8724,1657.3384,56.631489,orl,magic,106,1473.4668,1480.0009,0.62724519
200702090orl,2007,orl,magic,106,1473.4668,1480.0009,38.862682,sas,spurs,104,1663.8724,1657.3384,0.37275481
200702090phi,2007,lac,clippers,90,1500.5105,1504.9117,41.473763,phi,sixers,89,1424.2471,1419.8458,0.46589339
200702090phi,2007,phi,sixers,89,1424.2471,1419.8458,32.668362,lac,clippers,90,1500.5105,1504.9117,0.53410661
200702090pho,2007,pho,suns,111,1728.1279,1699.6238,60.258564,atl,hawks,120,1373.6921,1402.1963,0.93188059
200702090pho,2007,atl,hawks,120,1373.6921,1402.1963,30.910776,pho,suns,111,1728.1279,1699.6238,0.068119407
200702090tor,2007,tor,raptors,96,1518.1917,1523.1526,43.384472,lal,lakers,92,1556.1648,1551.2039,0.58832741
200702090tor,2007,lal,lakers,92,1556.1648,1551.2039,46.299805,tor,raptors,96,1518.1917,1523.1526,0.41167259
200702100det,2007,tor,raptors,92,1523.1526,1519.855,43.039577,det,pistons,98,1617.389,1620.6866,0.24636114
200702100det,2007,det,pistons,98,1617.389,1620.6866,53.234219,tor,raptors,92,1523.1526,1519.855,0.75363886
200702100hou,2007,cha,hornets,83,1413.4364,1408.9662,31.580694,hou,rockets,104,1598.9247,1603.3949,0.16200262
200702100hou,2007,hou,rockets,104,1598.9247,1603.3949,51.560898,cha,hornets,83,1413.4364,1408.9662,0.83799738
200702100mil,2007,den,nuggets,109,1486.9001,1495.6156,40.498684,mil,bucks,102,1396.6088,1387.8933,0.48603183
200702100mil,2007,mil,bucks,102,1396.6088,1387.8933,29.514505,den,nuggets,109,1486.9001,1495.6156,0.51396817
200702100njn,2007,orl,magic,78,1480.0009,1471.1567,37.938744,njn,nets,93,1483.2875,1492.1316,0.35558796
200702100njn,2007,njn,nets,93,1483.2875,1492.1316,40.133331,orl,magic,78,1480.0009,1471.1567,0.64441204
200702100nok,2007,mem,grizzlies,99,1393.1843,1386.7466,29.403749,nok,pelicans,114,1464.3661,1470.8038,0.27182132
200702100nok,2007,nok,pelicans,114,1464.3661,1470.8038,37.901932,mem,grizzlies,99,1393.1843,1386.7466,0.72817868
200702100sea,2007,sea,thunder,93,1416.0936,1397.0652,30.406796,sac,kings,114,1483.5082,1502.5366,0.54675722
200702100sea,2007,sac,kings,114,1483.5082,1502.5366,41.224644,sea,thunder,93,1416.0936,1397.0652,0.45324278
200702100uta,2007,uta,jazz,104,1576.6746,1578.4351,49.078983,nyk,knicks,102,1451.6737,1449.9132,0.78502756
200702100uta,2007,nyk,knicks,102,1451.6737,1449.9132,35.733932,uta,jazz,104,1576.6746,1578.4351,0.21497244
200702110cle,2007,lal,lakers,90,1551.2039,1544.4116,45.597725,cle,cavaliers,99,1540.7622,1547.5544,0.37389588
200702110cle,2007,cle,cavaliers,99,1540.7622,1547.5544,45.922947,lal,lakers,90,1551.2039,1544.4116,0.62610412
200702110gsw,2007,gsw,warriors,105,1450.1813,1443.7539,35.099842,atl,hawks,106,1402.1963,1408.6237,0.70095927
200702110gsw,2007,atl,hawks,106,1402.1963,1408.6237,31.546667,gsw,warriors,105,1450.1813,1443.7539,0.29904073
200702110ind,2007,lac,clippers,80,1504.9117,1495.1234,40.447067,ind,pacers,94,1474.1825,1483.9708,0.40161163
200702110ind,2007,ind,pacers,94,1474.1825,1483.9708,39.278187,lac,clippers,80,1504.9117,1495.1234,0.59838837
200702110mia,2007,mia,heat,100,1514.9594,1530.5868,44.160698,sas,spurs,85,1657.3384,1641.7109,0.43931237
200702110mia,2007,sas,spurs,85,1657.3384,1641.7109,55.209599,mia,heat,100,1514.9594,1530.5868,0.56068766
200702110min,2007,bos,celtics,107,1316.915,1315.4176,22.926273,min,timberwolves,109,1472.6101,1474.1075,0.18665415
200702110min,2007,min,timberwolves,109,1472.6101,1474.1075,38.246712,bos,celtics,107,1316.915,1315.4176,0.81334585
200702110phi,2007,dal,mavericks,106,1727.5818,1733.4152,62.906925,phi,sixers,89,1419.8458,1414.0125,0.76778114
200702110phi,2007,phi,sixers,89,1419.8458,1414.0125,32.083549,dal,mavericks,106,1727.5818,1733.4152,0.23221888
200702110pho,2007,chi,bulls,116,1556.4885,1580.8915,49.326336,pho,suns,103,1699.6238,1675.2208,0.19787973
200702110pho,2007,pho,suns,103,1699.6238,1675.2208,58.206059,chi,bulls,116,1556.4885,1580.8915,0.80212027
200702110sac,2007,sea,thunder,114,1397.0652,1417.2385,32.406521,sac,kings,103,1502.5366,1482.3633,0.23455113
200702110sac,2007,sac,kings,103,1502.5366,1482.3633,39.10989,sea,thunder,114,1397.0652,1417.2385,0.76544887
200702110was,2007,por,trailblazers,94,1399.1371,1432.6343,33.962559,was,wizards,73,1538.7139,1505.2167,0.20115119
200702110was,2007,was,wizards,73,1538.7139,1505.2167,41.505745,por,trailblazers,94,1399.1371,1432.6343,0.79884881
200702120den,2007,gsw,warriors,111,1443.7539,1437.645,34.473778,den,nuggets,123,1495.6156,1501.7245,0.294384
200702120den,2007,den,nuggets,123,1495.6156,1501.7245,41.139454,gsw,warriors,111,1443.7539,1437.645,0.705616
200702120det,2007,det,pistons,92,1620.6866,1626.2198,53.760689,lac,clippers,74,1495.1234,1489.5902,0.78557336
200702120det,2007,lac,clippers,74,1495.1234,1489.5902,39.866913,det,pistons,92,1620.6866,1626.2198,0.21442664
200702120uta,2007,uta,jazz,102,1578.4351,1584.0991,49.648384,atl,hawks,76,1408.6237,1402.9596,0.82536954
200702120uta,2007,atl,hawks,76,1408.6237,1402.9596,30.986031,uta,jazz,102,1578.4351,1584.0991,0.17463046
200702130chi,2007,chi,bulls,111,1580.8915,1574.2432,48.655468,tor,raptors,112,1519.855,1526.5033,0.71646637
200702130chi,2007,tor,raptors,112,1519.855,1526.5033,43.734577,chi,bulls,111,1580.8915,1574.2432,0.28353363
200702130hou,2007,sac,kings,104,1482.3633,1479.7458,38.836006,hou,rockets,109,1603.3949,1606.0123,0.21885347
200702130hou,2007,hou,rockets,109,1603.3949,1606.0123,51.816792,sac,kings,104,1482.3633,1479.7458,0.78114653
200702130lal,2007,lal,lakers,106,1544.4116,1537.194,44.848682,nyk,knicks,107,1449.9132,1457.1309,0.75391877
200702130lal,2007,nyk,knicks,107,1449.9132,1457.1309,36.480225,lal,lakers,106,1544.4116,1537.194,0.24608123
200702130mem,2007,mem,grizzlies,108,1386.7466,1392.705,29.981203,nok,pelicans,104,1470.8038,1464.8455,0.52292734
200702130mem,2007,nok,pelicans,104,1470.8038,1464.8455,37.281258,mem,grizzlies,108,1386.7466,1392.705,0.47707266
200702130mia,2007,mia,heat,104,1530.5868,1537.2031,44.849632,por,trailblazers,85,1432.6343,1426.0179,0.75758898
200702130mia,2007,por,trailblazers,85,1432.6343,1426.0179,33.291,mia,heat,104,1530.5868,1537.2031,0.24241102
200702130mil,2007,mil,bucks,93,1387.8933,1385.3635,29.270412,dal,mavericks,99,1733.4152,1735.9449,0.1957082
200702130mil,2007,dal,mavericks,99,1733.4152,1735.9449,63.095871,mil,bucks,93,1387.8933,1385.3635,0.80429178
200702130njn,2007,sas,spurs,107,1641.7109,1657.5377,56.649357,njn,nets,82,1492.1316,1476.3048,0.57087004
200702130njn,2007,njn,nets,82,1492.1316,1476.3048,38.476238,sas,spurs,107,1641.7109,1657.5377,0.42912999
200702140bos,2007,mil,bucks,97,1385.3635,1370.748,27.878332,bos,celtics,117,1315.4176,1330.0331,0.45685625
200702140bos,2007,bos,celtics,117,1315.4176,1330.0331,24.181559,mil,bucks,97,1385.3635,1370.748,0.54314375
200702140cha,2007,cha,hornets,100,1408.9662,1425.8094,33.269905,chi,bulls,85,1574.2432,1557.3999,0.40714887
200702140cha,2007,chi,bulls,85,1574.2432,1557.3999,46.937519,cha,hornets,100,1408.9662,1425.8094,0.59285116
200702140det,2007,sas,spurs,90,1657.5377,1669.8474,57.739014,det,pistons,81,1626.2198,1613.9102,0.40242618
200702140det,2007,det,pistons,81,1626.2198,1613.9102,52.583385,sas,spurs,90,1657.5377,1669.8474,0.59757382
200702140gsw,2007,gsw,warriors,120,1437.645,1449.1151,35.651619,nyk,knicks,101,1457.1309,1445.6608,0.61383861
200702140gsw,2007,nyk,knicks,101,1457.1309,1445.6608,35.295856,gsw,warriors,120,1437.645,1449.1151,0.38616139
200702140ind,2007,ind,pacers,114,1483.9708,1488.4629,39.74876,mem,grizzlies,104,1392.705,1388.2129,0.75045019
200702140ind,2007,mem,grizzlies,104,1392.705,1388.2129,29.545404,ind,pacers,114,1483.9708,1488.4629,0.24954981
200702140lac,2007,atl,hawks,96,1402.9596,1412.7571,31.958183,lac,clippers,93,1489.5902,1479.7927,0.25458008
200702140lac,2007,lac,clippers,93,1489.5902,1479.7927,38.840912,atl,hawks,96,1402.9596,1412.7571,0.74541992
200702140min,2007,min,timberwolves,99,1474.1075,1479.3936,38.799156,den,nuggets,94,1501.7245,1496.4385,0.60268623
200702140min,2007,den,nuggets,94,1501.7245,1496.4385,40.584991,min,timberwolves,99,1474.1075,1479.3936,0.39731377
200702140nok,2007,sac,kings,93,1479.7458,1469.3254,37.747787,nok,pelicans,110,1464.8455,1475.2659,0.37992352
200702140nok,2007,nok,pelicans,110,1464.8455,1475.2659,38.367691,sac,kings,93,1479.7458,1469.3254,0.62007648
200702140orl,2007,orl,magic,103,1471.1567,1477.464,38.597393,por,trailblazers,91,1426.0179,1419.7107,0.6975137
200702140orl,2007,por,trailblazers,91,1426.0179,1419.7107,32.654774,orl,magic,103,1471.1567,1477.464,0.3024863
200702140phi,2007,phi,sixers,85,1414.0125,1405.3257,31.219759,was,wizards,92,1505.2167,1513.9034,0.51265544
200702140phi,2007,was,wizards,92,1505.2167,1513.9034,42.416409,phi,sixers,85,1414.0125,1405.3257,0.48734456
200702140sea,2007,pho,suns,90,1675.2208,1644.829,55.496582,sea,thunder,114,1417.2385,1447.6304,0.71288133
200702140sea,2007,sea,thunder,114,1417.2385,1447.6304,35.4986,pho,suns,90,1675.2208,1644.829,0.2871187
200702140tor,2007,njn,nets,109,1476.3048,1470.4779,37.867943,tor,raptors,120,1526.5033,1532.3302,0.29637665
200702140tor,2007,tor,raptors,120,1526.5033,1532.3302,44.342422,njn,nets,109,1476.3048,1470.4779,0.70362335
200702140uta,2007,uta,jazz,99,1584.0991,1586.3804,49.876743,cle,cavaliers,98,1547.5544,1545.2732,0.68697488
200702140uta,2007,cle,cavaliers,98,1547.5544,1545.2732,45.686943,uta,jazz,99,1584.0991,1586.3804,0.31302512
200702150hou,2007,hou,rockets,77,1606.0123,1601.0217,51.328117,dal,mavericks,80,1735.9449,1740.9355,0.45702976
200702150hou,2007,dal,mavericks,80,1735.9449,1740.9355,63.464764,hou,rockets,77,1606.0123,1601.0217,0.54297024
200702150lal,2007,cle,cavaliers,114,1545.2732,1555.7778,46.770844,lal,lakers,108,1537.194,1526.6893,0.37071782
200702150lal,2007,lal,lakers,108,1537.194,1526.6893,43.754002,cle,cavaliers,114,1545.2732,1555.7778,0.62928218
200702200cha,2007,cha,hornets,104,1425.8094,1431.0099,33.79731,nok,pelicans,100,1475.2659,1470.0654,0.57222927
200702200cha,2007,nok,pelicans,100,1475.2659,1470.0654,37.824932,cha,hornets,104,1425.8094,1431.0099,0.42777073
200702200chi,2007,chi,bulls,106,1557.3999,1563.7014,47.583096,atl,hawks,81,1412.7571,1406.4556,0.8034941
200702200chi,2007,atl,hawks,81,1412.7571,1406.4556,31.331612,chi,bulls,106,1557.3999,1563.7014,0.1965059
200702200lac,2007,pho,suns,115,1644.829,1659.6807,56.840992,lac,clippers,90,1479.7927,1464.941,0.59251666
200702200lac,2007,lac,clippers,90,1479.7927,1464.941,37.291203,pho,suns,115,1644.829,1659.6807,0.40748337
200702200mil,2007,det,pistons,84,1613.9102,1616.1216,52.796497,mil,bucks,83,1370.748,1368.5366,0.69510752
200702200mil,2007,mil,bucks,83,1370.748,1368.5366,27.670502,det,pistons,84,1613.9102,1616.1216,0.30489248
200702200nyk,2007,orl,magic,94,1477.464,1471.5524,37.980015,nyk,knicks,100,1445.6608,1451.5724,0.40309823
200702200nyk,2007,nyk,knicks,100,1445.6608,1451.5724,35.905193,orl,magic,94,1477.464,1471.5524,0.59690177
200702200por,2007,por,trailblazers,103,1419.7107,1426.7358,33.363667,uta,jazz,100,1586.3804,1579.3552,0.40521517
200702200por,2007,uta,jazz,100,1586.3804,1579.3552,49.171715,por,trailblazers,103,1419.7107,1426.7358,0.59478486
200702200sac,2007,bos,celtics,101,1330.0331,1328.1428,24.016972,sac,kings,104,1469.3254,1471.2157,0.20141441
200702200sac,2007,sac,kings,104,1469.3254,1471.2157,37.944893,bos,celtics,101,1330.0331,1328.1428,0.79858559
200702200sas,2007,sas,spurs,95,1669.8474,1673.6403,58.069229,den,nuggets,80,1496.4385,1492.6456,0.82833439
200702200sas,2007,den,nuggets,80,1496.4385,1492.6456,40.187229,sas,spurs,95,1669.8474,1673.6403,0.17166561
200702200sea,2007,mem,grizzlies,105,1388.2129,1381.0951,28.860615,sea,thunder,121,1447.6304,1454.7482,0.28543067
200702200sea,2007,sea,thunder,121,1447.6304,1454.7482,36.233498,mem,grizzlies,105,1388.2129,1381.0951,0.71456933
200702200was,2007,was,wizards,112,1513.9034,1520.5336,43.110577,min,timberwolves,100,1479.3936,1472.7634,0.68445057
200702200was,2007,min,timberwolves,100,1479.3936,1472.7634,38.106388,was,wizards,112,1513.9034,1520.5336,0.31554943
200702210atl,2007,atl,hawks,96,1406.4556,1402.3536,30.926283,sas,spurs,103,1673.6403,1677.7422,0.27639943
200702210atl,2007,sas,spurs,103,1673.6403,1677.7422,58.423367,atl,hawks,96,1406.4556,1402.3536,0.72360057
200702210det,2007,orl,magic,88,1471.5524,1465.7948,37.380043,det,pistons,110,1616.1216,1621.8792,0.19657284
200702210det,2007,det,pistons,110,1616.1216,1621.8792,53.348064,orl,magic,88,1471.5524,1465.7948,0.80342716
200702210gsw,2007,mem,grizzlies,115,1381.0951,1378.3802,28.601341,gsw,warriors,118,1449.1151,1451.83,0.27543879
200702210gsw,2007,gsw,warriors,118,1449.1151,1451.83,35.931797,mem,grizzlies,115,1381.0951,1378.3802,0.72456121
200702210hou,2007,mia,heat,102,1537.2031,1532.0597,44.314236,hou,rockets,112,1601.0217,1606.1652,0.28029162
200702210hou,2007,hou,rockets,112,1601.0217,1606.1652,51.831707,mia,heat,102,1537.2031,1532.0597,0.71970838
200702210ind,2007,mil,bucks,129,1368.5366,1365.3896,27.376066,ind,pacers,136,1488.4629,1491.6099,0.21994323
200702210ind,2007,ind,pacers,136,1488.4629,1491.6099,40.078632,mil,bucks,129,1368.5366,1365.3896,0.78005677
200702210lal,2007,lal,lakers,108,1526.6893,1515.2502,42.557495,por,trailblazers,112,1426.7358,1438.1749,0.75969803
200702210lal,2007,por,trailblazers,112,1426.7358,1438.1749,34.527966,lal,lakers,108,1526.6893,1515.2502,0.24030197
200702210min,2007,min,timberwolves,95,1472.7634,1461.7559,36.960075,cha,hornets,100,1431.0099,1442.0175,0.69338638
200702210min,2007,cha,hornets,100,1431.0099,1442.0175,34.921585,min,timberwolves,95,1472.7634,1461.7559,0.30661362
200702210njn,2007,nok,pelicans,111,1470.0654,1478.8761,38.745037,njn,nets,107,1470.4779,1461.6672,0.35938817
200702210njn,2007,njn,nets,107,1470.4779,1461.6672,36.950871,nok,pelicans,111,1470.0654,1478.8761,0.64061183
200702210phi,2007,phi,sixers,104,1405.3257,1418.62,32.545166,nyk,knicks,84,1451.5724,1438.2781,0.57674587
200702210phi,2007,nyk,knicks,84,1451.5724,1438.2781,34.538517,phi,sixers,104,1405.3257,1418.62,0.42325413
200702210pho,2007,pho,suns,118,1659.6807,1660.8683,56.946846,bos,celtics,108,1328.1428,1326.9552,0.92302185
200702210pho,2007,bos,celtics,108,1328.1428,1326.9552,23.9139,pho,suns,118,1659.6807,1660.8683,0.076978147
200702210tor,2007,cle,cavaliers,86,1555.7778,1561.0171,47.308483,tor,raptors,85,1532.3302,1527.0909,0.39158112
200702210tor,2007,tor,raptors,85,1532.3302,1527.0909,43.795937,cle,cavaliers,86,1555.7778,1561.0171,0.60841888
200702220cle,2007,cle,cavaliers,78,1561.0171,1550.3423,46.210915,chi,bulls,84,1563.7014,1574.3762,0.63649744
200702220cle,2007,chi,bulls,84,1563.7014,1574.3762,48.668934,cle,cavaliers,78,1561.0171,1550.3423,0.36350256
200702220dal,2007,mia,heat,100,1532.0597,1529.3623,44.03299,dal,mavericks,112,1740.9355,1743.6329,0.14454627
200702220dal,2007,dal,mavericks,112,1740.9355,1743.6329,63.662014,mia,heat,100,1532.0597,1529.3623,0.85545373
200702220was,2007,sac,kings,106,1471.2157,1468.2449,37.635178,was,wizards,109,1520.5336,1523.5044,0.29743487
200702220was,2007,was,wizards,109,1520.5336,1523.5044,43.421249,sac,kings,106,1471.2157,1468.2449,0.70256513
200702230atl,2007,atl,hawks,105,1402.3536,1413.2341,32.005802,hou,rockets,99,1606.1652,1595.2847,0.35489592
200702230atl,2007,hou,rockets,99,1606.1652,1595.2847,50.762463,atl,hawks,105,1402.3536,1413.2341,0.64510405
200702230cha,2007,phi,sixers,87,1418.62,1410.5441,31.737616,cha,hornets,102,1442.0175,1450.0934,0.32952529
200702230cha,2007,cha,hornets,102,1442.0175,1450.0934,35.752522,phi,sixers,87,1418.62,1410.5441,0.67047471
200702230chi,2007,was,wizards,90,1523.5044,1516.4028,42.678211,chi,bulls,105,1574.3762,1581.4778,0.295569
200702230chi,2007,chi,bulls,105,1574.3762,1581.4778,49.385281,was,wizards,90,1523.5044,1516.4028,0.704431
200702230den,2007,uta,jazz,114,1579.3552,1590.2454,50.262321,den,nuggets,104,1492.6456,1481.7555,0.48088288
200702230den,2007,den,nuggets,104,1492.6456,1481.7555,39.046276,uta,jazz,114,1579.3552,1590.2454,0.51911712
200702230lal,2007,bos,celtics,96,1326.9552,1321.8337,23.472414,lal,lakers,122,1515.2502,1520.3717,0.15982109
200702230lal,2007,lal,lakers,122,1515.2502,1520.3717,43.093643,bos,celtics,96,1326.9552,1321.8337,0.84017891
200702230min,2007,min,timberwolves,104,1461.7559,1453.9692,36.152916,pho,suns,116,1660.8683,1668.6549,0.36111292
200702230min,2007,pho,suns,116,1660.8683,1668.6549,57.634644,min,timberwolves,104,1461.7559,1453.9692,0.63888705
200702230njn,2007,njn,nets,109,1461.6672,1470.0742,37.825848,sac,kings,96,1468.2449,1459.8379,0.6312964
200702230njn,2007,sac,kings,96,1468.2449,1459.8379,36.760941,njn,nets,109,1461.6672,1470.0742,0.3687036
200702230nok,2007,nok,pelicans,98,1478.8761,1481.2925,38.997822,sea,thunder,97,1454.7482,1452.3318,0.67140305
200702230nok,2007,sea,thunder,97,1454.7482,1452.3318,35.983639,nok,pelicans,98,1478.8761,1481.2925,0.32859695
200702230nyk,2007,nyk,knicks,95,1438.2781,1440.5692,34.77309,mil,bucks,93,1365.3896,1363.0985,0.73011887
200702230nyk,2007,mil,bucks,93,1365.3896,1363.0985,27.162691,nyk,knicks,95,1438.2781,1440.5692,0.26988113
200702230orl,2007,det,pistons,94,1621.8792,1627.5365,53.885292,orl,magic,89,1465.7948,1460.1375,0.58001804
200702230orl,2007,orl,magic,89,1465.7948,1460.1375,36.79203,det,pistons,94,1621.8792,1627.5365,0.41998196
200702230por,2007,por,trailblazers,102,1438.1749,1431.5477,33.851997,mem,grizzlies,103,1378.3802,1385.0074,0.71501195
200702230por,2007,mem,grizzlies,103,1378.3802,1385.0074,29.236126,por,trailblazers,102,1438.1749,1431.5477,0.28498805
200702230tor,2007,ind,pacers,88,1491.6099,1481.678,39.038166,tor,raptors,110,1527.0909,1537.0228,0.31434321
200702230tor,2007,tor,raptors,110,1527.0909,1537.0228,44.830887,ind,pacers,88,1491.6099,1481.678,0.68565679
200702240cha,2007,tor,raptors,93,1537.0228,1552.3817,46.421242,cha,hornets,76,1450.0934,1434.7345,0.48119885
200702240cha,2007,cha,hornets,76,1450.0934,1434.7345,34.176567,tor,raptors,93,1537.0228,1552.3817,0.51880115
200702240dal,2007,dal,mavericks,115,1743.6329,1746.4465,63.866165,den,nuggets,95,1481.7555,1478.9419,0.88925308
200702240dal,2007,den,nuggets,95,1481.7555,1478.9419,38.751919,dal,mavericks,115,1743.6329,1746.4465,0.11074692
200702240lac,2007,gsw,warriors,90,1451.83,1444.1279,35.138268,lac,clippers,103,1464.941,1472.6431,0.34273726
200702240lac,2007,lac,clippers,103,1464.941,1472.6431,38.093826,gsw,warriors,90,1451.83,1444.1279,0.65726274
200702240mil,2007,mil,bucks,109,1363.0985,1375.9913,28.374094,phi,sixers,90,1410.5441,1397.6512,0.57506031
200702240mil,2007,phi,sixers,90,1410.5441,1397.6512,30.46419,mil,bucks,109,1363.0985,1375.9913,0.42493969
200702240sas,2007,sea,thunder,71,1452.3318,1447.5995,35.495419,sas,spurs,102,1677.7422,1682.4745,0.13317043
200702240sas,2007,sas,spurs,102,1677.7422,1682.4745,58.828018,sea,thunder,71,1452.3318,1447.5995,0.86682957
200702240uta,2007,uta,jazz,105,1590.2454,1592.765,50.512768,bos,celtics,87,1321.8337,1319.3141,0.89290345
200702240uta,2007,bos,celtics,87,1321.8337,1319.3141,23.257013,uta,jazz,105,1590.2454,1592.765,0.10709655
200702250atl,2007,pho,suns,115,1668.6549,1673.6787,58.072567,atl,hawks,106,1413.2341,1408.2103,0.70985377
200702250atl,2007,atl,hawks,106,1413.2341,1408.2103,31.505627,pho,suns,115,1668.6549,1673.6787,0.29014623
200702250det,2007,chi,bulls,93,1581.4778,1578.8701,49.122837,det,pistons,95,1627.5365,1630.1442,0.3013702
200702250det,2007,det,pistons,95,1627.5365,1630.1442,54.131287,chi,bulls,93,1581.4778,1578.8701,0.6986298
200702250gsw,2007,gsw,warriors,85,1444.1279,1428.1774,33.509731,lal,lakers,102,1520.3717,1536.3223,0.53413481
200702250gsw,2007,lal,lakers,102,1520.3717,1536.3223,44.75803,gsw,warriors,85,1444.1279,1428.1774,0.46586519
200702250ind,2007,sac,kings,110,1459.8379,1481.5363,39.023335,ind,pacers,93,1481.678,1459.9796,0.33150899
200702250ind,2007,ind,pacers,93,1481.678,1459.9796,36.77565,sac,kings,110,1459.8379,1481.5363,0.66849101
200702250mia,2007,cle,cavaliers,81,1550.3423,1545.2032,45.679703,mia,heat,86,1529.3623,1534.5013,0.38820213
200702250mia,2007,mia,heat,86,1529.3623,1534.5013,44.56855,cle,cavaliers,81,1550.3423,1545.2032,0.61179787
200702250min,2007,min,timberwolves,98,1453.9692,1459.4478,36.720459,was,wizards,94,1516.4028,1510.9243,0.55385268
200702250min,2007,was,wizards,94,1516.4028,1510.9243,42.10421,min,timberwolves,98,1453.9692,1459.4478,0.44614732
200702250njn,2007,nyk,knicks,92,1440.5692,1434.8926,34.192692,njn,nets,101,1470.0742,1475.7509,0.32180464
200702250njn,2007,njn,nets,101,1470.0742,1475.7509,38.418358,nyk,knicks,92,1440.5692,1434.8926,0.67819536
200702250orl,2007,hou,rockets,97,1595.2847,1600.8159,51.307896,orl,magic,93,1460.1375,1454.6062,0.55040908
200702250orl,2007,orl,magic,93,1460.1375,1454.6062,36.218807,hou,rockets,97,1595.2847,1600.8159,0.44959092
200702260chi,2007,chi,bulls,87,1578.8701,1562.7885,47.489765,orl,magic,94,1454.6062,1470.6879,0.78431082
200702260chi,2007,orl,magic,94,1454.6062,1470.6879,37.889839,chi,bulls,87,1578.8701,1562.7885,0.21568918
200702260dal,2007,atl,hawks,87,1408.2103,1406.2228,31.308556,dal,mavericks,110,1746.4465,1748.4341,0.074282706
